column,USEFUL,type
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.analyte_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.analyte_type_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.bcr_analyte_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.bcr_analyte_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.dna.normal_tumor_genotype_match,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.dna.pcr_amplification_successful,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.gel_image_file,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.protocols.protocol.protocol_file_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.protocols.protocol.protocol_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.rna.ratio_28s_18s,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.rna.rinvalue,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.spectrophotometer_method,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.subportion_sequence,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.well_number,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.a260_a280_ratio,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot-2.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.analyte_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.analyte_type_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.bcr_analyte_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.bcr_analyte_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.dna.normal_tumor_genotype_match,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.dna.pcr_amplification_successful,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.gel_image_file,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.protocols.protocol.protocol_file_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.protocols.protocol.protocol_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.spectrophotometer_method,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.subportion_sequence,N,
patient.samples.sample-3.portions.portion.analytes.analyte-3.well_number,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.a260_a280_ratio,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.analyte_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.analyte_type_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.bcr_analyte_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.bcr_analyte_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.dna.normal_tumor_genotype_match,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.dna.pcr_amplification_successful,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.gel_image_file,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.protocols.protocol.protocol_file_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.protocols.protocol.protocol_name,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.spectrophotometer_method,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.subportion_sequence,N,
patient.samples.sample-3.portions.portion.analytes.analyte-4.well_number,N,
patient.samples.sample-3.portions.portion.analytes.analyte.a260_a280_ratio,N,
patient.samples.sample-3.portions.portion.analytes.analyte.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-2.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-3.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.additional_studies.additional_study.disease_code,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.additional_studies.additional_study.project_code,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-4.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-5.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte.aliquots.aliquot-5.additional_studies.additional_study.disease_code,N,
